time	gene_0	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7	gene_8	gene_9	gene_10	gene_11	gene_12	gene_13	gene_14	gene_15	gene_16	gene_17	gene_18	gene_19	gene_20	gene_21	gene_22	gene_23	gene_24	gene_25	gene_26	gene_27	gene_28	gene_29	gene_30	gene_31	gene_32	gene_33	gene_34	gene_35	gene_36	gene_37	gene_38	gene_39	gene_40	gene_41	gene_42	gene_43	gene_44	gene_45	gene_46	gene_47	gene_48	gene_49
0	0.32763470613622925	0.24760031840334318	0.11485982639437543	0.8098552128075078	0.4098377570728947	0.4738440968021734	0.09147061628367527	0.20903282754019906	0.3452314721241925	0.6576554442532151	0.5553572566955335	0.42950795126843805	0.35147420297968435	0.30524974910452185	0.7834953501957778	0.33032018267757485	0.7704296878950861	0.547997341013548	0.5090217698703363	0.7860108721367449	0.29396880543597015	0.8321702221251106	0.45856989138957993	0.4737858314988601	0.5043646834098046	0.29195918353804734	0.37453546006078375	0.47836181305568015	0.1371024753330044	0.5179123826338233	0.2266319779633505	0.4511104519898993	0.5420630185571694	0.5122033771028296	0.4338221704931121	0.23127855907879213	0.38353581736259124	0.5422724088084762	0.6205839651887334	0.6614312180534004	0.5917172699059089	0.2326904505000566	0.7467646547520841	0.5262701031053136	0.40168855507331713	0.6467523718770518	0.4623415816436945	0.5664990947352355	0.8506308963978466	0.6169547108319701
1	0.32467782647064	0.25121999568033615	0.11705763941016059	0.8036903976137594	0.40984087391587715	0.4608123345016235	0.08868643577495898	0.20641574672344157	0.3595727018084672	0.6248515887881665	0.522268104543475	0.43158871876479127	0.3555155868480029	0.28164895337994633	0.7728046419923562	0.347541217818279	0.7675042846284262	0.5713036710367616	0.5163934013000521	0.7916446718350841	0.28591276482479067	0.8183102598782834	0.436994800852836	0.47403194647293884	0.5088687811543771	0.31533431989010763	0.3858835353135458	0.4773184391410807	0.13817932200486424	0.5381829681795753	0.2232887718703527	0.46498070049333307	0.5433109540451467	0.5260736778281984	0.4192337530773163	0.23224426179007185	0.39054603739830873	0.5323320808494408	0.6094217181369961	0.6379191504976822	0.6097875198636218	0.21394328711107596	0.7608765827693498	0.5426041249504306	0.38973963894620167	0.6490378905481635	0.45623584873820766	0.5857721854870735	0.8591331926533146	0.6558032154759063
2	0.32434198528347646	0.2511380738777802	0.11692014091515635	0.8031160802239876	0.40979533551210257	0.45963127723673763	0.08855174232645434	0.20649913514581214	0.36030014462808113	0.6228898929400745	0.5202280700265425	0.43136030471557224	0.3558403721304922	0.2804285875133605	0.7719513401890823	0.34813973637727824	0.7673229923587284	0.5729219011320926	0.5165942858256755	0.7917673192169556	0.2853137353214271	0.8175436872906069	0.43584768277168034	0.47368516488647755	0.509178659135672	0.316808389248459	0.38652457396016515	0.4772662109951156	0.13834691264846002	0.5390811941237547	0.22322424291006293	0.46549526730695856	0.5433351896081301	0.5268725839690123	0.4182974006453748	0.23200139419682805	0.39108413416037896	0.5320255043152287	0.6089236713165969	0.636867150546838	0.6104229590437044	0.21307832408536884	0.7613609375842738	0.54331642552717	0.3896286614790342	0.6494000537571946	0.45602193172281297	0.5860719177877273	0.8594826084726948	0.6582150395826046
3	0.325835290713001	0.25587987905477516	0.12692343308304296	0.8086730872522804	0.41067121947335716	0.47732619761990297	0.08876288812237586	0.19819535210431904	0.362617079435327	0.6279932880363208	0.5287465193029239	0.4368290891201687	0.35570345623573535	0.2839477053059511	0.7788329587093666	0.3588102985923497	0.7681102911015337	0.5618823408908709	0.5240989519358809	0.794224677882689	0.28991595096158257	0.8170205008830727	0.42857022502412173	0.4871710163240279	0.5071300534658506	0.31044510021355876	0.3858247087313165	0.4768623125681716	0.13718094198196662	0.5484845742719963	0.21888944154770393	0.4746039464285272	0.5439486834823333	0.5307584966275594	0.42372581743406396	0.23753553689579845	0.3912063205702427	0.5254820778355052	0.6046576527395018	0.6274639930447138	0.6209703922269685	0.20845093260385777	0.7640143525700591	0.5498832362465773	0.3783164156849258	0.6404584855143141	0.4548522845125037	0.6026024511002253	0.8635530604434958	0.6451062596154051
4	0.3260083467622674	0.25782129293951694	0.13276489326330249	0.8112609688536366	0.4110509654842416	0.4870043614259164	0.08895288793046396	0.19370634883684104	0.36401309640834245	0.6305298305838068	0.5331716287503171	0.4389560266780311	0.35612467730021957	0.2863122400274253	0.7821468244299793	0.36457023978078834	0.7685201829825533	0.5562429018620205	0.5282904211394643	0.7950863560016805	0.2922136707576404	0.816616843096496	0.4236094273127918	0.4946169416770255	0.5060809773420366	0.30715481052816807	0.3855300037000206	0.4766028188204581	0.1369054396792131	0.5540360247575853	0.2164998012961178	0.47974431365673925	0.544170009370605	0.5336927861583459	0.4266101713331468	0.2399272045205617	0.39206176668856474	0.522075780436209	0.602208922297381	0.6220443891021942	0.6266131185184087	0.2057908062267413	0.7646694453125056	0.5536255432106209	0.3731021566398828	0.63550502258446	0.45456324400189246	0.6104098578969561	0.8658531648115778	0.6380929335342379
5	0.3258594462878553	0.25938360345561107	0.13714764662603376	0.8125771363183364	0.41130650146832215	0.49279766269322683	0.08889398677557857	0.19044995284013497	0.3660430656516468	0.6298822645490031	0.5338453402218092	0.4405095256538889	0.3567529310143596	0.28632710028587155	0.7836426411819406	0.36987200991293956	0.7685928516128134	0.5540298514203393	0.5317382232952553	0.7960368552697009	0.2932137257762846	0.815287799084088	0.41855554884998586	0.4998188792884939	0.5056813302021738	0.30657852026720483	0.386152450358537	0.47634407325773753	0.13682276695875148	0.5593659587349991	0.21461328731559376	0.48433664877867366	0.544403383332798	0.5367956316958967	0.42756167101294723	0.24161152941800615	0.39323292509256164	0.5190048349702119	0.5996810683978416	0.6164839274485345	0.6317693872159976	0.20268399013037203	0.7660351360819202	0.5574015756851249	0.36873883737925967	0.6322092221800554	0.45395549752839337	0.6170459483865905	0.8680083156992825	0.6360015986322309
6	0.3252967425292201	0.26056585570680263	0.1410444274021261	0.8131858779372136	0.4114741238693444	0.4969474271559426	0.08874098096420734	0.18762954329833204	0.3685232089048466	0.6275658694036422	0.5326428658032452	0.4415127492038491	0.3577034402933413	0.28536911503736645	0.7841828469970594	0.37514243218199406	0.7684976109469028	0.5535516775556037	0.5350105499135928	0.7968859773097252	0.2935322706386364	0.8133944549042144	0.41286228836726707	0.5041828418989334	0.5056069274195231	0.307349580510303	0.38728185710035	0.47605934988817555	0.13696990711138182	0.5649772862189401	0.21287347391423084	0.48892329143525604	0.5446082308016589	0.5404291293716366	0.4275801165401722	0.24276122381614615	0.39491793595207425	0.5160308659705052	0.5969587196954419	0.6105017379109856	0.6368704009279361	0.1991921404917938	0.7674926553366992	0.5614159080937396	0.36495943118260926	0.6295676425377412	0.45330362840463306	0.6229494116980834	0.870216566200767	0.6363218998776174
7	0.3243878934346921	0.26126539403294236	0.14471873229646887	0.8134617299852508	0.4115675963264661	0.5006053863489724	0.08862708227125843	0.18505169479880984	0.3709546127375428	0.6250855429114299	0.531189290958757	0.44192446927449935	0.35888749974172596	0.2845932958406237	0.7843739243577998	0.37999149700521195	0.768379257616528	0.5535297453954526	0.5380800185337196	0.7974153070484394	0.29362496820288947	0.8114925734375645	0.4069956347968334	0.50817777870099	0.5056125927250222	0.30830694921896756	0.3884380303637331	0.47577122321921234	0.1373225802453183	0.5704364163984939	0.2112566418128534	0.49327018501434966	0.5447354538579224	0.544291308669503	0.42744163185187195	0.24341411467411847	0.3969632456864023	0.5133675729193179	0.5943416648532146	0.6047360884356078	0.6415444373895559	0.19585568367242565	0.7684439686649154	0.5652535596540263	0.3619998902911955	0.6271688178895412	0.4528766017528382	0.6277413274528831	0.872310342130199	0.6370283845593105
8	0.3232410049383303	0.2615986185937042	0.14839284854890553	0.8136179545723635	0.4116137318147455	0.5043181263323727	0.08858012355116804	0.18255908140868535	0.3732330529914473	0.622916320447412	0.5300346003445008	0.4419074846889293	0.36022870091583437	0.2842886622883569	0.7845034108654798	0.38449161072108223	0.7682871631132421	0.5534403272630999	0.541039480819005	0.7976578846585207	0.2936980256788056	0.8097285892142018	0.40107212448378426	0.512109923474984	0.5056002462375535	0.30905397417584807	0.3894823212671432	0.4754834848743305	0.1378204034612228	0.5757281982030661	0.2096993746239184	0.49743621285504286	0.5447940643294554	0.5482772909806635	0.4274273744002941	0.2437334985152181	0.39924929679367904	0.5109534343907056	0.5918537766439089	0.5992356585746954	0.6458634077456291	0.19275135497872348	0.7688671514198386	0.5688914888788259	0.35965448272179373	0.6247800575715678	0.45268630031154855	0.6316933611895036	0.8742963671284014	0.6373988701812441
9	0.32204144398709467	0.26176197172176474	0.15201821068044494	0.8137543271077712	0.41164030757748343	0.5080400312873687	0.08857426129501932	0.18017856029270704	0.37533174023638266	0.6210827400111412	0.529189318782748	0.4417120625814296	0.3615842334885686	0.2842922282935459	0.7846589674236731	0.38867693995588465	0.7682221382334053	0.5532080135964385	0.5438548647456121	0.7977554545471462	0.29380292428019134	0.8081252701050293	0.39537411016680923	0.515932442497393	0.5055583013543785	0.30958337608862524	0.39040320595669087	0.4752072376995556	0.138360602483186	0.5807329255018515	0.20821877737954766	0.5013729106657299	0.5448182138763029	0.5521544944927509	0.427536017792385	0.24391003292101984	0.4015488148927144	0.5087382152590977	0.5895242572971654	0.5940687143201905	0.6498537091051548	0.18990647968980534	0.7690064417693282	0.5722892481749635	0.3576592885518555	0.6224301593426392	0.45262368583298573	0.6351341501959951	0.8761467608269432	0.6374333899555784
